height,length,class
24.052567996324104,38.25404656355382,1
36.57372485454776,52.89548819893162,0
24.000384869513958,47.14256522926156,2
23.49715185485799,39.92659594133798,1
38.788694247099194,46.70220697227957,0
24.28192868092571,48.73436472016406,2
23.28861803473135,40.43199759172986,1
39.30676313149787,48.12668305968108,0
27.568515621577017,45.93377016478392,2
23.56498422886955,38.49458615763997,1
35.73100813578971,53.50127899300907,0
24.126721189137452,49.71553935427554,2
21.934345876383706,40.50072754125898,1
37.740444546247055,50.33241633511598,0
24.460990740130313,48.994637692223044,2
24.12648392330141,41.75490355956074,1
38.37796413590659,49.31250315946384,0
24.668804516379133,50.83255937403357,2
21.404037293957536,38.8431706909564,1
35.9490531153655,50.50537184873937,0
23.564315419012512,47.00899275138963,2
22.920449446362593,41.90862931566702,1
36.73682625095916,45.194962857670674,0
26.400222319752963,49.48978935394068,2
25.424241252665478,42.7256287850818,1
35.75371555146448,52.766295212775844,0
28.38760756136524,47.53527655779576,2
21.770914284564086,38.03022819684524,1
38.778744402367685,49.531435443265806,0
25.121874400069334,46.472247728785106,2
24.544594012710927,42.293377668744114,1
36.27003335238838,49.160435219197225,0
25.790130465946707,50.621577704343885,2
24.22343564661611,38.57233854121202,1
40.14327690453402,51.339570704982926,0
26.58498742748467,47.22840121149352,2
21.669846543937,41.01382846649384,1
37.16756107605984,48.673053664484904,0
26.181888811301405,52.59144356255562,2
22.809007061210668,39.54496455417753,1
36.67007203789512,50.43457662452573,0
24.896926065125747,50.85634276398784,2
23.922697870909996,38.03802197455149,1
35.183164897379484,49.98977778260211,0
25.179779860896755,49.32445950187542,2
24.302286983150704,43.90071416080459,1
38.20675947279421,50.92279753017205,0
29.314042598829865,50.30053710552022,2
25.106059504169632,39.25745039403205,1
39.33965991836997,49.80253197527533,0
24.172461202278306,49.0738150160671,2
18.12483159060372,40.06059672374043,1
34.0331731143015,49.490156745568505,0
21.218474299351307,47.19359058929505,2
23.966442126348987,40.97211094050225,1
38.72441861572722,49.447035289130824,0
27.251700016381996,48.14626801714609,2
24.12381116762695,41.37602108108678,1
37.36664025820368,51.060739925604125,0
24.116249230315013,49.87809568054995,2
23.166391512489945,38.24976687757935,1
37.3111934102523,47.970519099700574,0
25.91960658366522,46.2610857843402,2
24.868693670107522,41.34959094704148,1
38.846932809709585,49.528034185217884,0
28.011269064287287,49.881163107621354,2
23.59445854992449,42.02251358288458,1
35.997620764001304,48.10806138268152,0
27.7052825583842,47.25747122152933,2
24.32716402255499,41.728551906786265,1
35.30826459449461,51.70763189856815,0
26.575058905930675,45.63796359391479,2
21.48702940252675,43.88994909957894,1
40.32552141173566,49.52733398727719,0
23.85551755004052,47.882899471114,2
21.647362176558115,40.268013996623154,1
39.64897316534338,50.17080859083355,0
25.71817493855942,50.91667002116701,2
23.86107272547409,42.420604256383605,1
40.21337190593876,48.14869635313081,0
26.64007166129106,48.61280374834637,2
21.010638562661757,41.47016856586653,1
38.63904955872871,50.51790133830732,0
20.24317945362106,48.98116396941376,2
25.776466330625468,38.606605824601765,1
37.932377969415526,49.65767851668932,0
23.702070718455403,50.407431615673985,2
20.0300810881076,40.24697728480182,1
40.020748561921636,50.48387263868439,0
24.939462065535768,48.43761549700843,2
24.174711584547147,39.279710874465096,1
38.572731142740984,49.04673623388097,0
25.134734229255024,47.90519991468155,2
21.624239687319005,40.537927116530156,1
40.50131290802316,47.527585151716295,0
24.644603959945087,48.6105206190319,2
24.734553171343165,40.24426852979144,1
35.53181165208804,50.20726945220456,0
26.448945293112928,49.56962786745171,2
20.95110235940496,39.35323599290919,1
37.87902537880168,51.81949122789819,0
25.36044890622742,49.06395887495692,2
22.627808946560968,38.827857625308255,1
39.240834538807384,48.286525904284176,0
28.494217274269662,46.70049682794178,2
22.250528210178057,36.84696377155514,1
38.07367066250854,49.81069121837832,0
23.520931060341617,46.334040598444176,2
23.44139234322997,37.537584430288796,1
37.7146639428438,51.79726970874054,0
24.595132010200526,49.62347636330275,2
20.87068720088561,38.77809747162359,1
38.63209398831879,49.22999015528876,0
25.35651243768744,47.694703797119985,2
21.905375587956872,40.238337353399935,1
38.34004847723135,48.706952144349984,0
26.038618210109146,47.003630043128844,2
23.192012995094764,38.750512561227296,1
39.443558147555805,49.293996695023495,0
22.551003790417763,48.06853669434147,2
24.961853094707322,42.243384142482185,1
37.213660956425386,50.84659704901937,0
27.292758765331012,48.42407752689472,2
20.932830847709443,37.70660553928847,1
42.91763813675207,50.88213995844751,0
26.082731271186155,47.851723741424,2
21.06278223110673,40.14869017219711,1
36.6598888606218,51.73794263667569,0
28.511343714847417,47.49419719468548,2
22.212279661106997,40.439094464362384,1
35.91968691967123,49.14782254551503,0
26.881355752458585,46.20667926447783,2
21.211559599470927,36.75878873157584,1
35.94953725722378,49.96101650240816,0
28.73354687903668,45.799902940628726,2
21.33813095093691,36.784158998880486,1
39.567801936023486,50.33083166657238,0
27.423666622914087,46.22468575399366,2
22.567655725565725,39.17209133819234,1
37.7361211593108,50.46681486092526,0
26.089941075476645,49.18524928519907,2
19.147455147098885,42.509519588294864,1
37.676855285495826,54.50851476258914,0
26.271269706303325,48.21622450552873,2
23.371723728932807,43.11494709716995,1
38.874443875564204,50.50067399437904,0
24.79479482399316,49.68951412527247,2
22.57768767780236,41.41154539112,1
36.487747160291605,49.86553242736532,0
26.292243628884446,51.972912440144135,2
22.692992479918434,39.37275725463826,1
36.65216805220203,47.19037864632022,0
26.05939463360496,47.75907020459984,2
26.007090197493454,43.383332675941354,1
32.01246117298466,51.01577342687777,0
28.656220048233394,46.833728087248836,2
21.30891992910789,41.77057189007289,1
40.02191379274107,47.874191527169,0
25.26124926405126,50.03965484898379,2
22.88105073187737,42.64804225296756,1
37.98873832427255,49.51907505388491,0
25.547023799347837,46.45280069986988,2
21.58912734160812,40.96843538803734,1
39.83724720502536,53.892809327631795,0
25.93026613598532,47.23716549056734,2
26.14835556655071,42.2091550230011,1
38.80856220004529,49.812606759391485,0
27.573743420933923,48.51011986643705,2
24.718009737075295,40.57685645709223,1
38.5882199979384,47.1873286753522,0
25.695181293580678,48.220382655144974,2
24.223029014591543,42.033157887563426,1
37.10889815930731,51.31875178407546,0
22.942582934840875,48.43100751389796,2
23.37610422179439,44.27123892856762,1
38.59525825018591,48.5862764415162,0
24.97074671219261,49.21086096040099,2
20.831073076541397,41.01192842748661,1
37.48926200527895,50.15668953762771,0
24.996610763376758,48.00466558654556,2
20.67870210208774,41.75508649245288,1
35.57571629536623,52.88369693811098,0
25.391418542950206,48.24395412956746,2
25.79531184406099,39.85006466745378,1
34.761760880542454,51.12291673700972,0
23.1739421353291,48.920730217087026,2
22.429387178336842,39.42799933540435,1
40.28280110925535,47.86891749333073,0
25.517608152717628,43.48653058531167,1
22.18107378115695,42.49401227982458,1
35.86989352662807,51.54293024563605,0
27.1128868840531,46.94998895833321,2
21.736615066767854,40.07587474438101,1
40.42478518708994,50.17294548374712,0
24.921489645013366,51.16186018341346,2
21.78858702686121,41.857254922212626,1
39.52348484838355,52.318435134277074,0
25.897824121322465,51.12893478600692,2
21.569252950494402,38.684041428113055,1
39.09852553045496,50.399526428888755,0
24.398204197059076,45.36246079224389,2
23.99268041641139,39.40240294461429,1
39.175541620583566,50.93702926373436,0
25.016142038308956,46.64529219797073,2
24.348122178645237,42.2786410344538,1
37.27631906633167,49.36795847806033,0
29.122825183500318,50.40997002344706,2
20.83675802522332,39.58830554187536,1
41.9703441824639,47.58008647482467,0
24.12044651045998,46.78421150734824,2
24.707312776082343,39.21944608274851,1
36.84608640662873,53.14049204976775,0
22.821003373463665,46.773667391783114,2
21.209526636959737,36.267268024452505,1
37.241824684105055,56.07299092735563,0
28.798120823572184,47.62953777434959,2
22.286821926033845,41.68356818228815,1
38.01607316999185,52.74462437453819,0
25.600876266569845,46.08422103344186,2
22.324990478188404,38.80530901950684,1
41.85977773293027,50.64567676316138,0
26.420791236355456,47.6783362232555,2
22.872076877380383,41.97692014634253,1
35.694126066550204,51.31962572972703,0
28.033241856680014,49.1235849430929,2
22.190761334151446,40.248334232656966,1
38.31925145881193,49.340419746316606,0
20.972066172562343,47.09175553444069,2
22.102579083948218,38.90087052472922,1
36.29085863037977,50.78929332684066,0
27.938192213086452,50.10331493947214,2
23.557152806942316,38.51340993790468,1
37.42648119947979,52.760969945305476,0
26.660689479842002,44.87200165650834,2
23.78185915281903,41.09353624749002,1
37.50201961532962,49.72951008135836,0
24.994712031932785,49.915710784981414,2
21.578227730666068,40.60685371800279,1
38.80818680521139,50.76287831247334,0
26.39101290963796,47.329949746610374,2
23.171232485543023,38.12727849944928,1
39.3253064217968,47.244112028047724,0
24.208562269573687,45.23407894069476,2
20.938427771565532,37.63213803380758,1
38.784394864801776,50.467650321839685,0
20.754105636913508,48.17849479529357,2
24.13953322070529,39.487102603562136,1
39.97796329298791,49.77146580296627,0
24.972258062795312,48.34784074685835,2
18.18526434014104,38.50777933093576,1
37.4743543541099,52.66309772065478,0
21.544727876358834,46.75196206378669,2
21.695762938056916,41.98588461665938,1
37.10071058563579,47.09889868444653,0
24.286526197449422,47.67291373892695,2
22.25755696992852,40.39897118730042,1
36.649203223844694,48.97380760502844,0
23.09727458100169,48.11308726530396,2
24.706628916924355,43.15844815647213,1
35.94882011468951,49.254886849376625,0
23.95316908902146,46.70065214945991,2
20.371368333993534,40.35749803196713,1
39.287393339361415,53.36291601624593,0
25.31775941189238,45.30530733561433,2
22.80539241548903,40.56842442808904,1
37.319994005281906,52.69979480316091,0
28.186766860002223,49.77928737347197,2
21.46445899348879,36.98974428120112,1
38.400253819399914,48.999033094080275,0
27.70759874352312,48.8751575752827,2
22.006944197435843,41.899137656961905,1
35.694488772156134,49.49559911483178,0
21.584157871697965,48.689535055919976,2
21.21391747812247,39.83842021590668,1
37.27614343195748,51.244006545855534,0
24.80903125395188,46.12913993167411,2
24.256352076745422,41.466562474030496,1
38.40257009725961,46.93281162224703,0
27.9503806743712,47.3833469550198,2
23.427886279331823,42.27093322751497,1
40.5088605286436,47.373248664622956,0
26.258675230161582,47.0151360052895,2
21.357581312686985,39.73376384181335,1
38.80079799761557,47.86689792324609,0
26.84468778447928,45.91450995517459,2
23.28524833032408,38.437668471945564,1
38.214413835116005,47.62219646736625,0
23.521135322058615,46.42973032205746,2
26.783115380238335,40.50472821355168,1
41.2047305613686,50.70258679472109,0
29.932600783402783,47.51888182446403,2
22.99685791253877,39.08352208640835,1
37.13775356488607,51.634366598339646,0
24.644237021798453,46.677754830447086,2
20.509736655713965,40.66297843381829,1
40.43668885464798,51.05519737278023,0
22.742535808597708,51.68174061308259,2
22.684169022041065,37.89455410086388,1
42.80939933979469,51.21798709500587,0
25.51397281258184,44.72184725518309,2
22.839842103159913,38.91969051286602,1
40.27571373746143,47.10227064191434,0
31.272938528085955,49.538449812230844,2
21.08407784467221,40.412936238913346,1
38.67958409964591,50.50193452249728,0
24.01539882290658,51.0596148354836,2
23.134714481643098,37.22525584201461,1
38.22089919510244,52.63637009127973,0
27.13467033225777,49.68787381142598,2
21.825153800380438,39.68207153177888,1
37.542419929138006,53.21734264452462,0
27.4503310760469,46.744748950530905,2
19.623412969255064,38.24318289792963,1
36.39394010724752,48.629268052130904,0
25.185603675268798,47.31094284381821,2
21.94595624905973,40.26670145668555,1
36.8827348670737,50.42652545210204,0
27.311840805509384,46.587636419239544,2
21.80960984374962,41.3608109234316,1
38.83629209775676,51.77976802780726,0
23.60242437631882,45.532937671354546,2
22.821596769601875,40.214899811796606,1
36.84104820106235,50.898812469132416,0
25.32618158017346,49.57240138385977,2
23.13723453148455,38.026896124045145,1
36.02721167661171,50.771739818827974,0
22.52673385796472,48.73163810867438,2
23.971245426097358,40.05075989403569,1
40.32857847018064,49.890730724853746,0
28.66044461976452,44.00410869379949,2
23.925129783277043,38.82184843652413,1
38.921820480681326,48.80104967018616,0
24.93759871742203,48.39489428718036,2
23.245662800210216,41.54229128845727,1
37.60416164804349,49.606654065441425,0
24.436540901141647,49.22219830400707,2
23.82671895636769,40.585354840254034,1
35.278659523680965,53.019441321815556,0
23.710647961429967,47.34275709795676,2
23.51592547843898,39.09465718045359,1
43.23413645891763,49.01897871573487,0
25.421489238698168,49.62913251747816,2
21.618401392549707,41.72638691487262,1
39.44735325723826,50.867516910748506,0
27.8118697539864,47.51480996821695,2
23.583990694024376,41.88263232732718,1
37.07513750354689,49.473796754512904,0
26.780637813641263,48.859263160470256,2
20.99612868147507,39.95919864531276,1
38.566086808869755,49.95860809276663,0
22.335476689652932,49.35313067825744,2
21.33739198696068,39.13804470088793,1
39.93784727201003,51.25500410759894,0
24.8479300793606,46.8664969012478,2
22.47449281049709,38.707915632634275,1
33.894119048986624,51.4475267331074,0
31.81285370078273,46.54138396560112,2
23.899171498731192,42.43647127281376,1
34.860265496999496,50.59770465161438,0
25.744762018538403,44.99297546684952,2
22.641251004292446,39.35368653109706,1
37.51115194320472,48.081855663254885,0
28.149298564983095,48.83195428814864,2
21.510267201976426,39.55504167737995,1
34.99834660922767,51.11743416155159,0
24.019148316993125,47.112289548776694,2
22.058974393676362,39.329572701992554,1
36.54343710169734,53.589709822070816,0
25.931505777013037,52.15867872291097,2
20.418779122386045,39.823901932648496,1
36.08273334134325,51.44738133423353,0
22.442242180966815,45.9047908862512,2
21.844378307680934,41.41216436280098,1
38.76963962433735,48.66978819496807,0
24.13863127577813,47.112756711491265,2
21.460683945705956,39.19340688148357,1
38.611212326937334,48.134147226238944,0
23.13092357156348,48.65017601973245,2
24.644102758262243,39.1028294695353,1
37.64082517380646,48.11459583822785,0
24.440186481774248,48.53426422618096,2
27.18967496729374,39.07863113387805,1
38.71161127564057,49.46584349532751,0
22.598988643273074,47.03567683899802,2
20.881470940321787,39.07551277104829,1
38.45589876619638,49.89280389554118,0
24.779650837316318,48.65120527531098,2
21.73317980507263,42.104730364515085,1
37.50959137474084,47.52120014749113,0
28.333270717086187,46.06753722768552,2
20.411201557586164,40.79005619880671,1
38.4869729346579,50.16997027666804,0
26.107316268796588,49.571266508039066,2
21.602854136271343,39.46933005497525,1
36.749897686843894,50.25805567218557,0
25.974814635403128,48.78478621540041,2
23.501468082604948,43.279096172856846,1
39.223970002341645,48.474791882668896,0
24.94666451572032,46.29845259244927,2
23.98953730138396,40.32159793365356,1
36.592167616951855,49.823124423447794,0
24.3818665670972,51.531466297701,2
21.51363927428371,38.56928758610736,1
36.42413830889625,50.43953739629771,0
23.77445178204826,44.98740093501539,2
20.761812220120827,40.73021851852825,1
39.12750497273723,46.771511634870784,0
23.937583329486987,46.32029116081588,2
